    0.162103706996257529E+04    0.273264706134796143E+02    0.146348433109350040E+01    0.956860065460205078E+00   -0.298754358291625977E+01   -0.157703661918640137E+01   -0.152065475590154412E+06   -0.623832398925672837E+01    1
    0.177806064018516236E+04    0.648966121673583984E+02    0.146201844958193039E+01    0.915191590785980225E+00   -0.153630566596984863E+01   -0.119275414943695068E+01   -0.146438281530023436E+06   -0.624027711425674614E+01    1
    0.115528002208572548E+04    0.241477596759796143E+02    0.155498559565539796E+01    0.816884338855743408E+00   -0.145197319984436035E+01   -0.192009174823760986E+01   -0.131026589353664545E+06   -0.624223023925675147E+01    1
    0.169764735987829408E+04    0.322051978111267090E+02    0.155222829380061977E+01    0.815884768962860107E+00   -0.187593722343444824E+01   -0.148429882526397705E+01   -0.130154112585516239E+06   -0.624418336425673370E+01    1
    0.157534285946479577E+04    0.367588305473327637E+02    0.153120098708741126E+01    0.824371457099914551E+00   -0.221643185615539551E+01   -0.269562208652496338E+01   -0.127349679121539826E+06   -0.624613648925673814E+01    1
    0.138266867042957529E+04    0.168217206001281738E+02    0.140980131169858858E+01    0.886312782764434814E+00   -0.137804841995239258E+01   -0.214165282249450684E+01   -0.124741287784354805E+06   -0.624808961425675236E+01    1
    0.176141466048503844E+04    0.155900037288665771E+02    0.151315801894999868E+01    0.829187631607055664E+00   -0.241121435165405273E+01   -0.255577027797698975E+01   -0.124241844256683617E+06   -0.625004273925673637E+01    1
    0.189149528041820577E+04    0.557120275497436523E+02    0.134842967811498626E+01    0.899882793426513672E+00   -0.127347481250762939E+01   -0.166377580165863037E+01   -0.120171537934617096E+06   -0.625199586425673903E+01    1
    0.162629710448659830E+04    0.270271074771881104E+02    0.139805584347568246E+01    0.841993927955627441E+00   -0.177357602119445801E+01   -0.205431163311004639E+01   -0.109645517264766007E+06   -0.625394898925674969E+01    1
    0.185278581199248515E+04    0.474125397205352783E+02    0.146062315611792037E+01    0.799718201160430908E+00   -0.245418381690979004E+01   -0.212380170822143555E+01   -0.107839146712354195E+06   -0.625590211425673193E+01    1
    0.121931314092698199E+04    0.675907051563262939E+02    0.124226879775906740E+01    0.918380200862884521E+00   -0.112485623359680176E+01   -0.284055566787719727E+01   -0.102805234532637944E+06   -0.625785523925673726E+01    1
    0.120543690434184236E+04    0.220821011066436768E+02    0.119440473329411567E+01    0.977818310260772705E+00   -0.247856020927429199E+01   -0.149825966358184814E+01   -0.102736031415817095E+06   -0.625980836425676213E+01    1
    0.141756680396895240E+04    0.402169311046600342E+02    0.153883206558177998E+01    0.721726894378662109E+00   -0.173422479629516602E+01   -0.274597764015197754E+01   -0.101133796239442541E+06   -0.626176148925674791E+01    1
