    0.162103706996257529E+04    0.273264706134796143E+02    0.146348433109350040E+01    0.956860065460205078E+00   -0.298754358291625977E+01   -0.157703661918640137E+01   -0.152826414049536164E+06   -0.623832398925672837E+01    1
    0.177806064018516236E+04    0.648966121673583984E+02    0.146201844958193039E+01    0.915191590785980225E+00   -0.153630566596984863E+01   -0.119275414943695068E+01   -0.147208983586895716E+06   -0.624027711425674614E+01    1
    0.115528002208572548E+04    0.241477596759796143E+02    0.155498559565539796E+01    0.816884338855743408E+00   -0.145197319984436035E+01   -0.192009174823760986E+01   -0.134116527659173968E+06   -0.624223023925675147E+01    1
    0.169764735987829408E+04    0.322051978111267090E+02    0.155222829380061977E+01    0.815884768962860107E+00   -0.187593722343444824E+01   -0.148429882526397705E+01   -0.132144369318637735E+06   -0.624418336425673370E+01    1
    0.157534285946479577E+04    0.367588305473327637E+02    0.153120098708741126E+01    0.824371457099914551E+00   -0.221643185615539551E+01   -0.269562208652496338E+01   -0.129398333168708312E+06   -0.624613648925673814E+01    1
    0.138266867042957529E+04    0.168217206001281738E+02    0.140980131169858858E+01    0.886312782764434814E+00   -0.137804841995239258E+01   -0.214165282249450684E+01   -0.125683727262612287E+06   -0.624808961425675236E+01    1
    0.176141466048503844E+04    0.155900037288665771E+02    0.151315801894999868E+01    0.829187631607055664E+00   -0.241121435165405273E+01   -0.255577027797698975E+01   -0.125622341027065733E+06   -0.625004273925673637E+01    1
    0.189149528041820577E+04    0.557120275497436523E+02    0.134842967811498626E+01    0.899882793426513672E+00   -0.127347481250762939E+01   -0.166377580165863037E+01   -0.119754820871948483E+06   -0.625199586425673903E+01    1
    0.162629710448659830E+04    0.270271074771881104E+02    0.139805584347568246E+01    0.841993927955627441E+00   -0.177357602119445801E+01   -0.205431163311004639E+01   -0.110259041982247974E+06   -0.625394898925674969E+01    1
    0.185278581199248515E+04    0.474125397205352783E+02    0.146062315611792037E+01    0.799718201160430908E+00   -0.245418381690979004E+01   -0.212380170822143555E+01   -0.108929705935309656E+06   -0.625590211425673193E+01    1
    0.141756680396895240E+04    0.402169311046600342E+02    0.153883206558177998E+01    0.721726894378662109E+00   -0.173422479629516602E+01   -0.274597764015197754E+01   -0.104059404963398047E+06   -0.625785523925673726E+01    1
    0.368546666317519396E+03    0.643725442886352539E+02    0.133845605188619809E+01    0.883478939533233643E+00   -0.257663452625274658E+01   -0.198703265190124512E+01   -0.102563721876589261E+06   -0.625980836425676213E+01    1
    0.121931314092698199E+04    0.675907051563262939E+02    0.124226879775906740E+01    0.918380200862884521E+00   -0.112485623359680176E+01   -0.284055566787719727E+01   -0.102533388282618587E+06   -0.626176148925674791E+01    1
    0.120543690434184236E+04    0.220821011066436768E+02    0.119440473329411567E+01    0.977818310260772705E+00   -0.247856020927429199E+01   -0.149825966358184814E+01   -0.101651914221293060E+06   -0.626371461425672393E+01    1
    0.166576889874211633E+04    0.505019724369049072E+02    0.145114084203372240E+01    0.747727692127227783E+00   -0.139035689830780029E+01   -0.291079306602478027E+01   -0.968352934820375376E+05   -0.626566773925672837E+01    1
    0.915679341497802056E+03    0.276349246501922607E+02    0.148715021473428899E+01    0.711238920688629150E+00   -0.291682863235473633E+01   -0.213371682167053223E+01   -0.891476645542642655E+05   -0.626762086425674170E+01    1
    0.173065978929916741E+04    0.475229036808013916E+02    0.138961747780866052E+01    0.767002403736114502E+00   -0.240679097175598145E+01   -0.277243816852569580E+01   -0.890001530316996214E+05   -0.626957398925675236E+01    1
    0.123911921944306641E+04    0.391483891010284424E+02    0.152624917641727498E+01    0.667584180831909180E+00   -0.154721212387084961E+01   -0.220090949535369873E+01   -0.886737195021316729E+05   -0.627152711425675413E+01    1
    0.126712711933615697E+04    0.680809092521667480E+02    0.114236295349365280E+01    0.943947553634643555E+00   -0.246682155132293701E+01   -0.115187323093414307E+01   -0.864353700618584553E+05   -0.627348023925674880E+01    1
    0.129744966959932003E+04    0.220382630825042725E+02    0.117906901621726923E+01    0.915775239467620850E+00   -0.258104443550109863E+01   -0.261531031131744385E+01   -0.853290604845807247E+05   -0.627543336425674436E+01    1
    0.190065597417440449E+04    0.635141623020172119E+02    0.103884011218422168E+01    0.952094137668609619E+00   -0.108094298839569092E+01   -0.192996215820312500E+01   -0.795283604279715364E+05   -0.627738648925673104E+01    1
    0.141283143187879546E+04    0.160468125343322754E+02    0.117446592955567097E+01    0.863871276378631592E+00   -0.216113805770874023E+01   -0.247329378128051758E+01   -0.762379006877812062E+05   -0.627933961425673814E+01    1
    0.153959150686884345E+04    0.469758403301239014E+02    0.133906085666066832E+01    0.713744103908538818E+00   -0.191015315055847168E+01   -0.170605087280273438E+01   -0.714814075216671481E+05   -0.628129273925674703E+01    1
    0.184044311507668067E+04    0.367072069644927979E+02    0.141000969865234471E+01    0.624395966529846191E+00   -0.142757403850555420E+01   -0.240900361537933350E+01   -0.646334497082630260E+05   -0.628324586425675147E+01    1
    0.186017560117531730E+04    0.643568193912506104E+02    0.109032641618728765E+01    0.848750948905944824E+00   -0.227052402496337891E+01   -0.188715779781341553E+01   -0.643565173607759352E+05   -0.628519898925675946E+01    1
    0.196799034724864691E+04    0.673898470401763916E+02    0.100435887339496221E+01    0.907428741455078125E+00   -0.262535011768341064E+01   -0.278973317146301270E+01   -0.624900312738208813E+05   -0.628715211425673370E+01    1
    0.181967132936109738E+04    0.467869770526885986E+02    0.105432483352018069E+01    0.840131759643554688E+00   -0.100795054435729980E+01   -0.220384156703948975E+01   -0.617286101613678329E+05   -0.628910523925671416E+01    1
    0.109128533635642248E+04    0.183102750778198242E+02    0.156629318066275425E+01    0.471366286277770996E+00   -0.162107682228088379E+01   -0.255456459522247314E+01   -0.591902681448990188E+05   -0.629105836425672926E+01    1
    0.399435613475830166E+03    0.193096697330474854E+02    0.143377312054398187E+01    0.566545188426971436E+00   -0.208761405944824219E+01   -0.124439084529876709E+01   -0.575204173071309560E+05   -0.629301148925673637E+01    1
    0.160100424654230483E+04    0.600866997241973877E+02    0.866571994328824480E+00    0.973944485187530518E+00   -0.231867372989654541E+01   -0.226245260238647461E+01   -0.551063360590249795E+05   -0.629496461425674347E+01    1
    0.197386719965214888E+04    0.639275836944580078E+02    0.108164752225939953E+01    0.791616678237915039E+00   -0.295470798015594482E+01   -0.117837309837341309E+01   -0.530851692727746704E+05   -0.629691773925675058E+01    1
    0.122873488490852196E+04    0.274438226222991943E+02    0.108523503652089803E+01    0.787473917007446289E+00   -0.214253807067871094E+01   -0.282226610183715820E+01   -0.513960708945104343E+05   -0.629887086425675502E+01    1
    0.635867410605740929E+03    0.747573208808898926E+02    0.141551068429064952E+01    0.516921281814575195E+00   -0.197982847690582275E+01   -0.210594797134399414E+01   -0.507607123906660490E+05   -0.630082398925674525E+01    1
    0.185296399218210331E+04    0.268384158611297607E+02    0.101788331835687162E+01    0.824398815631866455E+00   -0.288458096981048584E+01   -0.270542716979980469E+01   -0.505183690325067073E+05   -0.630277711425674170E+01    1
